2.160.10	0.665245	0.538413	0.784686	0.651956	0.464574	0.717378	0.592693	0.423463	0.901891	0.856947	0.565391	0.801058	0.835796	0.701703	0.482661	0.660781	0.701658	0.63647	0.738879	0.240106	0.588671	0.436034	0.595432	0.6495	0.439827	0.548788	0.417351	0.392413	0.187766	
2.160.10	0.669897	0.549681	0.786058	0.650812	0.463904	0.721033	0.601145	0.449373	0.899614	0.853009	0.558792	0.798639	0.837283	0.70022	0.476968	0.659388	0.699394	0.636964	0.742015	0.25306	0.582942	0.43815	0.608586	0.654759	0.445564	0.556356	0.406873	0.444494	0.260184	
2.160.10	0.661873	0.544639	0.781323	0.645937	0.45045	0.720453	0.59887	0.45931	0.898401	0.850684	0.563542	0.801936	0.841319	0.702169	0.468654	0.645998	0.703987	0.644606	0.745016	0.241094	0.580476	0.430062	0.625897	0.657085	0.429201	0.569999	0.396648	0.45901	0.299977	
2.160.10	0.660573	0.537157	0.781707	0.642867	0.445867	0.717391	0.592326	0.435758	0.899784	0.850632	0.542643	0.80415	0.838997	0.695394	0.481055	0.63865	0.701665	0.640803	0.739756	0.197401	0.57651	0.420334	0.611126	0.652419	0.417285	0.557388	0.406808	0.421326	0.228246	
2.160.10	0.670813	0.552912	0.785628	0.646347	0.454205	0.724289	0.60533	0.454205	0.898152	0.84712	0.543193	0.800942	0.839453	0.698287	0.46201	0.64082	0.701873	0.642328	0.745446	0.132299	0.575518	0.433873	0.614443	0.660571	0.441479	0.566507	0.413513	0.44879	0.267823	
2.160.10	0.665712	0.548064	0.782928	0.648154	0.440222	0.720503	0.595391	0.458943	0.894982	0.85479	0.568982	0.798345	0.840044	0.702452	0.466487	0.640197	0.699599	0.637558	0.739746	0.204947	0.572724	0.419607	0.621968	0.648662	0.39888	0.563743	0.386926	0.446334	0.293233	
2.160.10	0.652545	0.521577	0.774632	0.631037	0.450311	0.706082	0.585251	0.398517	0.894891	0.841059	0.51865	0.788153	0.82694	0.675953	0.446962	0.648149	0.690687	0.612374	0.733911	0.154719	0.572333	0.427937	0.575363	0.645693	0.432092	0.537149	0.424209	0.384634	0.0948654	
2.160.10	0.658572	0.540692	0.779385	0.636749	0.445926	0.716756	0.594757	0.449784	0.897885	0.846883	0.531178	0.799244	0.837568	0.69009	0.455959	0.642278	0.695437	0.638215	0.741222	0.183077	0.574138	0.42594	0.613785	0.650975	0.428898	0.564345	0.401634	0.442294	0.264801	
2.160.10	0.662579	0.543513	0.781547	0.641002	0.437572	0.718486	0.59702	0.442126	0.89757	0.848573	0.550457	0.798927	0.838434	0.693398	0.462397	0.635507	0.699216	0.636209	0.743134	0.224724	0.56783	0.419585	0.610609	0.654134	0.400671	0.559646	0.412413	0.436286	0.191077	
2.160.10	0.658283	0.527037	0.778275	0.63675	0.445973	0.710394	0.58466	0.399549	0.896771	0.844842	0.527907	0.793797	0.829536	0.684508	0.460895	0.637566	0.692965	0.621358	0.732678	0.165728	0.565722	0.422074	0.577813	0.645322	0.433821	0.531964	0.397972	0.382285	0.0590334	
2.160.10	0.665831	0.551558	0.782072	0.64337	0.438565	0.724292	0.601646	0.461801	0.894237	0.847471	0.558021	0.803327	0.841224	0.70245	0.463622	0.629072	0.702832	0.649402	0.745528	0.211717	0.571168	0.425365	0.627191	0.659338	0.413038	0.568178	0.405503	0.450648	0.28607	
2.160.10	0.666492	0.548707	0.782861	0.649354	0.450207	0.722817	0.595618	0.459401	0.894244	0.852801	0.566911	0.802548	0.839394	0.70664	0.466539	0.646873	0.701435	0.646458	0.740095	0.268252	0.580962	0.414176	0.624526	0.648982	0.423813	0.564259	0.387009	0.443703	0.297301	
2.160.10	0.663499	0.540388	0.781473	0.641539	0.452417	0.716764	0.595523	0.433312	0.898437	0.845846	0.534486	0.796713	0.834879	0.689298	0.459188	0.643897	0.699149	0.631158	0.740653	0.192339	0.573433	0.433777	0.600461	0.650771	0.435158	0.553652	0.419102	0.424976	0.183538	
2.160.10	0.658622	0.531884	0.779548	0.641237	0.436629	0.71283	0.587176	0.421727	0.897612	0.852351	0.549569	0.797429	0.833787	0.690753	0.475295	0.633371	0.694725	0.629325	0.734514	0.232139	0.565051	0.422269	0.597447	0.644378	0.390454	0.546686	0.399433	0.411933	0.134753	
2.160.10	0.660432	0.545375	0.78036	0.645195	0.447184	0.72278	0.601825	0.465177	0.898476	0.850653	0.559458	0.806993	0.843181	0.704666	0.463304	0.645253	0.708737	0.653964	0.748424	0.22521	0.580833	0.425774	0.636464	0.666177	0.427475	0.579354	0.403685	0.470304	0.30738	
2.160.10	0.652283	0.520425	0.774996	0.640468	0.444949	0.707023	0.576391	0.40465	0.895283	0.851634	0.555803	0.795091	0.827672	0.693922	0.460967	0.650129	0.692975	0.622486	0.728752	0.224245	0.571743	0.412285	0.583229	0.638638	0.424046	0.530742	0.386951	0.380447	0.176694	
2.160.10	0.662615	0.545866	0.782394	0.642919	0.445063	0.720709	0.599985	0.459158	0.898667	0.849964	0.5468	0.80239	0.842545	0.697524	0.472213	0.64202	0.701572	0.642695	0.745903	0.196406	0.573081	0.429771	0.626177	0.659544	0.422094	0.568852	0.40117	0.457944	0.297946	
2.160.10	0.663546	0.535737	0.783751	0.649316	0.46389	0.716945	0.593113	0.418699	0.901842	0.854514	0.553743	0.803647	0.836319	0.700384	0.475031	0.660483	0.703213	0.637244	0.741327	0.248492	0.588058	0.43446	0.595196	0.65399	0.44491	0.551306	0.41372	0.396655	0.158824	
2.160.10	0.646687	0.516279	0.771086	0.626749	0.4239	0.703332	0.576504	0.394415	0.890872	0.84427	0.528102	0.787867	0.827096	0.678349	0.464302	0.63213	0.685642	0.616525	0.730629	0.156287	0.556952	0.409205	0.574603	0.638767	0.387513	0.527691	0.403416	0.370577	0.12092	
2.160.10	0.664153	0.550896	0.781606	0.638172	0.436289	0.72257	0.602625	0.469936	0.897349	0.843234	0.531943	0.797036	0.841622	0.689959	0.456178	0.631908	0.697754	0.641737	0.744888	0.198987	0.568452	0.420639	0.633529	0.657422	0.40706	0.577441	0.39303	0.468776	0.310167	
2.160.10	0.664282	0.539022	0.784369	0.646678	0.462031	0.717005	0.598422	0.424277	0.902815	0.85205	0.548556	0.801255	0.836612	0.692031	0.479355	0.654487	0.704106	0.63343	0.743986	0.188329	0.584084	0.437341	0.59239	0.657814	0.430437	0.553031	0.442984	0.407048	0.188329	
2.160.10	0.66346	0.547476	0.781364	0.646428	0.44511	0.723305	0.604205	0.463031	0.896702	0.849069	0.555665	0.803093	0.841158	0.703377	0.45551	0.641537	0.709572	0.649554	0.746913	0.232086	0.569854	0.438015	0.630519	0.665646	0.422138	0.574995	0.401822	0.469654	0.297978	
2.160.10	0.665385	0.545464	0.782212	0.635033	0.446218	0.717059	0.599192	0.442695	0.897863	0.839653	0.510448	0.791419	0.834266	0.675332	0.450834	0.636997	0.693169	0.624827	0.740883	0.202721	0.567521	0.438074	0.602312	0.650146	0.410196	0.559216	0.426377	0.430111	0.228942	
2.160.20	0.677097	0.55732	0.794178	0.670934	0.473725	0.730345	0.610063	0.457958	0.90932	0.869166	0.605438	0.815874	0.847259	0.722947	0.503832	0.66822	0.720128	0.661157	0.754452	0.279445	0.595564	0.460368	0.627762	0.668519	0.443711	0.569632	0.436077	0.448762	0.242412	
2.160.20	0.674312	0.553325	0.79241	0.670034	0.475654	0.729697	0.607492	0.450375	0.907518	0.868417	0.60328	0.81758	0.847127	0.7262	0.496407	0.670988	0.721014	0.663835	0.753147	0.286258	0.599101	0.451858	0.62462	0.666858	0.445972	0.568185	0.440331	0.436838	0.207403	
2.160.20	0.68717	0.566428	0.800106	0.678572	0.485782	0.736652	0.615259	0.457868	0.911134	0.870168	0.607432	0.820764	0.848764	0.729354	0.51361	0.67139	0.723745	0.666098	0.756957	0.28033	0.608248	0.461144	0.626859	0.670589	0.45122	0.56989	0.440205	0.438491	0.216782	
2.160.20	0.671843	0.554668	0.789098	0.655958	0.453216	0.726746	0.600158	0.473113	0.903016	0.858058	0.57052	0.806606	0.845302	0.710486	0.463548	0.648993	0.7027	0.653035	0.746853	0.215686	0.581938	0.427751	0.639176	0.64816	0.422784	0.574256	0.368362	0.467468	0.324761	
2.160.20	0.661628	0.538553	0.783473	0.651961	0.454767	0.720785	0.597847	0.433529	0.903103	0.857649	0.563669	0.810311	0.841256	0.70872	0.47629	0.656775	0.711916	0.650066	0.746529	0.257866	0.583205	0.438049	0.61422	0.663128	0.423646	0.556986	0.424049	0.432086	0.0880103	
2.160.20	0.676326	0.553526	0.79202	0.664018	0.460941	0.728643	0.599984	0.450444	0.90544	0.861844	0.583332	0.812752	0.843504	0.715244	0.487103	0.653031	0.710516	0.655249	0.744134	0.242987	0.588081	0.432775	0.62407	0.655831	0.419961	0.555496	0.408654	0.426109	0.249827	
2.160.20	0.678333	0.561597	0.795589	0.674367	0.481514	0.734831	0.61492	0.472027	0.910984	0.870498	0.60425	0.822735	0.852217	0.730326	0.50506	0.673398	0.726951	0.672158	0.759185	0.292311	0.606892	0.468151	0.642304	0.67502	0.454129	0.584473	0.442868	0.467294	0.281042	
2.160.20	0.651739	0.522466	0.773163	0.619718	0.396675	0.706086	0.573014	0.406211	0.890079	0.83568	0.503544	0.787609	0.827221	0.664666	0.435243	0.601577	0.676245	0.613058	0.723093	0.14259	0.537845	0.368462	0.584965	0.631558	0.331144	0.524392	0.329009	0.391493	0.122821	
2.160.20	0.676076	0.556932	0.793	0.668112	0.467367	0.731008	0.608982	0.458053	0.907381	0.866666	0.59944	0.815982	0.847631	0.7232	0.496749	0.661868	0.71938	0.662977	0.753702	0.270971	0.592292	0.450789	0.630018	0.666381	0.431602	0.574678	0.435151	0.437515	0.244207	
2.160.20	0.677566	0.554331	0.793619	0.66816	0.473676	0.727849	0.603507	0.443541	0.906948	0.86648	0.599076	0.812144	0.843744	0.718511	0.489536	0.667479	0.712092	0.653676	0.74678	0.276473	0.593327	0.437057	0.612094	0.657524	0.443021	0.555137	0.428109	0.417272	0.228967	
2.160.20	0.675766	0.554884	0.793409	0.670128	0.471557	0.73021	0.607318	0.45744	0.908802	0.868247	0.602487	0.817984	0.848007	0.723941	0.502739	0.66166	0.720907	0.662475	0.753212	0.271559	0.597483	0.451883	0.630624	0.666335	0.438163	0.570884	0.429566	0.44873	0.248855	
2.160.20	0.661174	0.53786	0.779172	0.632685	0.415952	0.713142	0.589331	0.421102	0.894277	0.843776	0.534605	0.792913	0.832294	0.680152	0.443027	0.615579	0.688348	0.622326	0.732459	0.118653	0.547371	0.395852	0.58603	0.645991	0.368385	0.534106	0.387946	0.413256	0.137752	
2.160.20	0.67548	0.553224	0.7929	0.670406	0.475979	0.729056	0.606543	0.449463	0.908455	0.867911	0.605707	0.814748	0.84538	0.724919	0.4965	0.670093	0.718067	0.660005	0.750904	0.289011	0.596642	0.456241	0.624351	0.664906	0.445369	0.564913	0.429325	0.440301	0.197091	
2.160.20	0.659923	0.54139	0.77776	0.632706	0.41426	0.716863	0.594447	0.435576	0.892829	0.841382	0.53208	0.797123	0.835047	0.685034	0.437591	0.611396	0.695073	0.635232	0.738813	0.195966	0.546938	0.412273	0.602916	0.652488	0.355269	0.551496	0.401576	0.425297	0.186999	
2.160.20	0.676406	0.552044	0.79316	0.669079	0.474736	0.727719	0.601164	0.440808	0.907172	0.867489	0.59718	0.814564	0.844169	0.721734	0.484447	0.668133	0.712889	0.657003	0.745962	0.277765	0.595769	0.440016	0.614602	0.655668	0.443646	0.551416	0.424815	0.415564	0.224038	
2.160.20	0.674658	0.558702	0.792158	0.668702	0.467303	0.733305	0.612527	0.473643	0.907695	0.865748	0.596387	0.820243	0.850205	0.72639	0.497476	0.65745	0.724994	0.670146	0.757728	0.281055	0.595194	0.459843	0.645192	0.673464	0.429856	0.584622	0.43225	0.472725	0.291704	
2.160.20	0.668248	0.548646	0.788653	0.661811	0.463342	0.723036	0.598667	0.464196	0.905348	0.866686	0.594544	0.807903	0.844569	0.715387	0.488145	0.665863	0.708069	0.64751	0.74594	0.266986	0.593774	0.42956	0.629468	0.652367	0.427556	0.570538	0.395388	0.458018	0.311658	
2.160.20	0.679309	0.564014	0.797263	0.675956	0.478332	0.736418	0.616855	0.477769	0.913443	0.872505	0.605003	0.825822	0.85461	0.731258	0.515468	0.668832	0.729709	0.675471	0.762828	0.291254	0.603849	0.471407	0.648071	0.677895	0.441826	0.585473	0.443821	0.476056	0.285354	
2.160.20	0.675503	0.553058	0.793472	0.674279	0.478086	0.729907	0.606255	0.448774	0.909617	0.871589	0.612692	0.819387	0.846596	0.731192	0.504849	0.672576	0.722387	0.663302	0.751665	0.28705	0.602334	0.458365	0.623886	0.666718	0.444787	0.565391	0.432661	0.432661	0.200186	
2.160.20	0.674986	0.559501	0.792482	0.667139	0.461897	0.734031	0.613424	0.470571	0.907669	0.864899	0.589537	0.822199	0.851107	0.72615	0.489707	0.650813	0.72531	0.6718	0.758782	0.250958	0.591042	0.456404	0.642233	0.674705	0.429055	0.585324	0.430403	0.469138	0.250958	
2.160.20	0.672748	0.552702	0.791748	0.672301	0.4717	0.730063	0.605645	0.461551	0.908724	0.870125	0.608938	0.819453	0.84812	0.731743	0.499174	0.669493	0.721659	0.665878	0.753811	0.294211	0.599968	0.453816	0.639198	0.665615	0.435734	0.575744	0.427425	0.453816	0.250483	
2.160.20	0.675773	0.556989	0.793236	0.669353	0.474448	0.731904	0.610053	0.464736	0.907838	0.866707	0.599279	0.819209	0.849668	0.724867	0.498717	0.664589	0.722148	0.666256	0.755311	0.266766	0.599928	0.454795	0.637509	0.669188	0.441042	0.57833	0.437178	0.457878	0.264418	
2.160.20	0.679472	0.559903	0.795192	0.677728	0.475657	0.734209	0.613043	0.463596	0.908859	0.871654	0.616387	0.821023	0.84868	0.733845	0.499065	0.669661	0.727442	0.669402	0.756095	0.273896	0.597086	0.463436	0.636459	0.672639	0.443617	0.576811	0.441079	0.456403	0.263273	
2.160.20	0.673553	0.557171	0.793109	0.676317	0.480825	0.734501	0.615921	0.469249	0.910372	0.873299	0.618258	0.827166	0.853216	0.738315	0.511537	0.671638	0.735265	0.678178	0.763536	0.284949	0.609811	0.479473	0.645989	0.682128	0.452799	0.589065	0.457535	0.468197	0.256499	
2.160.20	0.673706	0.547711	0.790615	0.665598	0.4633	0.725775	0.600225	0.432279	0.904604	0.864892	0.590982	0.812376	0.8413	0.717851	0.483496	0.65639	0.715143	0.652629	0.745451	0.288091	0.584327	0.441111	0.610157	0.660812	0.430322	0.551552	0.414652	0.418584	0.109014	
2.160.20	0.676083	0.56307	0.794512	0.671793	0.471997	0.736336	0.617515	0.483212	0.910358	0.869647	0.599796	0.825158	0.855017	0.730578	0.505618	0.662771	0.729653	0.67727	0.763405	0.268883	0.601687	0.466822	0.65399	0.680387	0.441936	0.593456	0.436841	0.48588	0.301062	
2.160.20	0.671374	0.555457	0.79065	0.66528	0.460616	0.731474	0.609521	0.471236	0.907574	0.865159	0.590215	0.819287	0.850089	0.723443	0.497529	0.655547	0.722404	0.669115	0.7565	0.255124	0.592617	0.454798	0.645486	0.671967	0.428633	0.582331	0.424257	0.466543	0.287969	
2.160.20	0.662403	0.534442	0.779431	0.63693	0.421034	0.712223	0.582427	0.405765	0.893874	0.844505	0.534102	0.793751	0.829518	0.687723	0.443308	0.619494	0.686866	0.623312	0.727748	0.11899	0.548204	0.396129	0.580067	0.638002	0.379282	0.518248	0.388118	0.38718	0.0942971	
2.160.20	0.675172	0.552626	0.792926	0.670228	0.477566	0.728479	0.604946	0.446647	0.908075	0.868794	0.60099	0.815596	0.846085	0.723682	0.490388	0.672528	0.71807	0.659022	0.750455	0.277394	0.597755	0.449793	0.619967	0.662758	0.448907	0.561398	0.433144	0.427177	0.226195	
2.160.20	0.672869	0.555624	0.791218	0.665887	0.465965	0.730466	0.609311	0.46031	0.908053	0.865476	0.589464	0.819497	0.848424	0.722884	0.491963	0.659595	0.722129	0.666159	0.755472	0.272584	0.595246	0.449992	0.630536	0.670147	0.434966	0.574418	0.437046	0.449339	0.249794	
2.160.20	0.674377	0.560917	0.793742	0.671679	0.470376	0.735387	0.617371	0.478962	0.910462	0.870231	0.599751	0.825446	0.854755	0.730934	0.509612	0.662438	0.731984	0.677272	0.764274	0.268716	0.601173	0.467092	0.650636	0.682054	0.437822	0.592517	0.444934	0.481426	0.28962	
2.160.20	0.672405	0.552895	0.791679	0.668088	0.466989	0.731232	0.608478	0.458964	0.908724	0.866431	0.598764	0.821005	0.849353	0.726953	0.499509	0.660362	0.724188	0.669978	0.756944	0.253799	0.597937	0.45577	0.636999	0.671733	0.429989	0.575061	0.432634	0.455578	0.238817	
2.160.20	0.686414	0.57235	0.799042	0.676455	0.484398	0.738147	0.6206	0.478597	0.909963	0.869634	0.605261	0.820874	0.851186	0.726789	0.509215	0.673226	0.725958	0.669725	0.759424	0.311479	0.605076	0.467656	0.639098	0.67578	0.451487	0.582549	0.440422	0.470089	0.278128	
2.160.20	0.686064	0.573524	0.798939	0.676246	0.482546	0.738959	0.624145	0.482081	0.910225	0.869557	0.604397	0.821331	0.852177	0.727154	0.512611	0.670216	0.728641	0.671204	0.762823	0.271461	0.603759	0.477753	0.641738	0.680951	0.44805	0.588903	0.454574	0.474593	0.291941	
2.160.20	0.676023	0.554296	0.793972	0.67428	0.477961	0.729777	0.607292	0.449065	0.909939	0.871807	0.613049	0.818467	0.846742	0.730212	0.512678	0.672132	0.721211	0.662911	0.751736	0.260418	0.602473	0.458783	0.621286	0.666196	0.445952	0.565243	0.436728	0.432295	0.200134	
2.160.20	0.665286	0.541173	0.785071	0.657402	0.448644	0.721767	0.596345	0.434653	0.902411	0.86078	0.592437	0.808569	0.841301	0.71432	0.481246	0.649249	0.710634	0.649415	0.74499	0.27185	0.575632	0.437386	0.615791	0.658318	0.409546	0.555409	0.41189	0.425456	0.166205	
