2.160.10	191	0.052356	0.0104712	0.0680628	0.0418848	0.0157068	0.0366492	0.0471204	0.120419	0.0575916	0.0942408	0.052356	0.0471204	0.0209424	0.0471204	0.0418848	0.0575916	0.052356	0	0.026178	0.109948	
2.160.10	101	0.0990099	0.039604	0.029703	0.039604	0	0.029703	0.029703	0.168317	0.049505	0.0891089	0.0891089	0.039604	0	0.00990099	0.039604	0.049505	0.049505	0	0	0.138614	
2.160.10	181	0.0718232	0.0607735	0.038674	0.0552486	0.0165746	0.0441989	0.0662983	0.0883978	0.038674	0.0828729	0.0828729	0.038674	0	0.0331492	0.0441989	0.0607735	0.0497238	0.0110497	0.0165746	0.0828729	
2.160.10	188	0.111702	0.0319149	0.0531915	0.0638298	0.0212766	0.0265957	0.037234	0.111702	0.0319149	0.117021	0.0585106	0.0425532	0	0.037234	0.0212766	0.0638298	0.0478723	0	0.0265957	0.0851064	
2.160.10	186	0.0430108	0.0376344	0.0806452	0.0591398	0.0268817	0.0268817	0.0806452	0.0967742	0.0107527	0.107527	0.0591398	0.0698925	0	0.0268817	0.0376344	0.0268817	0.0430108	0.00537634	0.0537634	0.0913978	
2.160.10	170	0.0705882	0.0470588	0.0352941	0.0411765	0.0176471	0.0294118	0.0647059	0.123529	0.0117647	0.0705882	0.0411765	0.0352941	0.0235294	0.0294118	0.0470588	0.0705882	0.0470588	0.00588235	0.0470588	0.141176	
2.160.20	376	0.0638298	0.0239362	0.0824468	0.0638298	0.0106383	0.018617	0.0265957	0.0824468	0.00797872	0.0611702	0.0531915	0.101064	0.0159574	0.0239362	0.0345745	0.106383	0.0957447	0.0132979	0.018617	0.0957447	
2.160.20	335	0.0626866	0.00895522	0.0656716	0.0656716	0.0268657	0.0208955	0.0358209	0.122388	0.0208955	0.0716418	0.041791	0.0597015	0.00895522	0.0298507	0.0238806	0.101493	0.113433	0.0208955	0.0179104	0.080597	
2.160.20	539	0.135436	0.0538033	0.0333952	0.0556586	0	0.0519481	0.0278293	0.142857	0.0166976	0.0408163	0.0927644	0.0204082	0.00742115	0.0185529	0.0500928	0.0723562	0.0630798	0.012987	0.00927644	0.0946197	
2.160.20	269	0.0892193	0.063197	0.0483271	0.0408922	0.00743494	0.0371747	0.070632	0.115242	0.0185874	0.0520446	0.0817844	0.0334572	0.0297398	0.0371747	0.0297398	0.0446097	0.0743494	0.00743494	0.0297398	0.0892193	
2.160.20	197	0.0913706	0.0456853	0.0862944	0.0558376	0.0152284	0.035533	0.0304569	0.106599	0.0101523	0.0659898	0.0406091	0.0558376	0.00507614	0.0304569	0.0304569	0.0609137	0.101523	0.00507614	0.035533	0.0913706	
2.160.20	318	0.106918	0.0471698	0.0503145	0.0534591	0.00943396	0.0471698	0.0188679	0.0974843	0.00943396	0.0566038	0.0440252	0.0471698	0.00943396	0.0566038	0.0377358	0.0849057	0.0880503	0.0157233	0.0345912	0.0849057	
2.160.20	433	0.0554273	0.0531178	0.0854503	0.0762125	0.0184758	0.0369515	0.0323326	0.0808314	0.0161663	0.0623557	0.0623557	0.0646651	0.0161663	0.0554273	0.0300231	0.0762125	0.0577367	0.00923788	0.0369515	0.073903	
2.160.20	106	0.0849057	0.0377358	0.0660377	0.0283019	0	0.0471698	0.0471698	0.141509	0.0283019	0.103774	0.0471698	0.0660377	0	0.0471698	0.0188679	0.0660377	0.0283019	0	0	0.141509	
2.160.20	349	0.0458453	0.00573066	0.103152	0.0659026	0.0286533	0.0458453	0.00286533	0.117479	0.0200573	0.0687679	0.0458453	0.0458453	0.00286533	0.034384	0.0315186	0.123209	0.100287	0.00859599	0.0229226	0.0802292	
2.160.20	339	0.0383481	0.00884956	0.0648968	0.0766962	0.0235988	0.0117994	0.0117994	0.132743	0.0176991	0.0678466	0.0412979	0.0442478	0	0.0294985	0.020649	0.156342	0.120944	0.0147493	0.0265487	0.0914454	
2.160.20	359	0.0835655	0.0222841	0.0529248	0.0807799	0.0194986	0.0194986	0.0501393	0.119777	0.0167131	0.0612813	0.0529248	0.0250696	0.00278552	0.0278552	0.0222841	0.091922	0.0891365	0.0167131	0.0557103	0.0891365	
2.160.20	157	0.0318471	0.00636943	0.0700637	0.0636943	0.0191083	0.0318471	0.089172	0.0573248	0.0191083	0.101911	0.0573248	0.0828025	0.0191083	0.044586	0.0382166	0.127389	0.0318471	0.00636943	0.0254777	0.0764331	
2.160.20	333	0.0810811	0.015015	0.0870871	0.0750751	0.021021	0.024024	0.00900901	0.132132	0.021021	0.0720721	0.042042	0.0630631	0.00600601	0.036036	0.03003	0.0630631	0.111111	0.00900901	0.021021	0.0810811	
2.160.20	157	0.0318471	0.00636943	0.0764331	0.0509554	0.0254777	0.0382166	0.0828025	0.0636943	0.00636943	0.0828025	0.0764331	0.101911	0.0127389	0.0254777	0.0318471	0.0573248	0.0700637	0.0127389	0.0191083	0.127389	
2.160.20	336	0.0416667	0.0119048	0.0505952	0.10119	0.0238095	0.0178571	0.0446429	0.130952	0.0119048	0.0803571	0.0327381	0.0446429	0.00595238	0.0267857	0.0238095	0.127976	0.113095	0.014881	0.0238095	0.0714286	
2.160.20	353	0.0934844	0.0254958	0.0934844	0.0679887	0.0113314	0.01983	0.0226629	0.104816	0.0169972	0.0623229	0.0453258	0.0623229	0.00849858	0.0226629	0.0339943	0.0708215	0.0934844	0.01983	0.0481586	0.0764873	
2.160.20	263	0.095057	0.0304183	0.0722433	0.0532319	0.0114068	0.0342205	0.0608365	0.136882	0.0228137	0.0646388	0.0722433	0.0456274	0.0152091	0.0304183	0.0456274	0.0380228	0.0646388	0.00760456	0.0304183	0.0684411	
2.160.20	480	0.0833333	0.0458333	0.075	0.0541667	0.01875	0.0291667	0.04375	0.0895833	0.0270833	0.075	0.0666667	0.06875	0.0166667	0.0520833	0.0395833	0.0520833	0.0416667	0.0125	0.0479167	0.0604167	
2.160.20	367	0.0599455	0.0190736	0.0817439	0.0463215	0.0108992	0.0435967	0.0217984	0.100817	0.0217984	0.0817439	0.0408719	0.0354223	0.027248	0.0408719	0.0544959	0.0980926	0.0681199	0.0326975	0.0517711	0.0626703	
2.160.20	361	0.0775623	0.0221607	0.0720222	0.0803324	0.00554017	0.0304709	0.0304709	0.099723	0.0249307	0.0886427	0.0443213	0.0526316	0.0110803	0.0387812	0.0249307	0.0969529	0.0858726	0.0110803	0.0387812	0.0637119	
2.160.20	346	0.066474	0.0375723	0.0895954	0.0693642	0.0202312	0.017341	0.0317919	0.0982659	0.0375723	0.0549133	0.0549133	0.0462428	0.0260116	0.0346821	0.0404624	0.083815	0.0693642	0.0202312	0.0289017	0.0722543	
2.160.20	359	0.0835655	0.0222841	0.0668524	0.0584958	0.0167131	0.0417827	0.0222841	0.122563	0.0278552	0.0640669	0.0501393	0.0389972	0.0111421	0.0334262	0.0334262	0.0807799	0.0835655	0.0167131	0.0334262	0.091922	
2.160.20	422	0.0947867	0.0189573	0.0521327	0.0592417	0.0236967	0.0118483	0.028436	0.109005	0.0165877	0.0616114	0.063981	0.0236967	0.0189573	0.021327	0.0331754	0.106635	0.113744	0.021327	0.049763	0.07109	
2.160.20	400	0.09	0.035	0.1175	0.055	0.0075	0.0275	0.0225	0.115	0.0125	0.04	0.0375	0.045	0.0075	0.06	0.035	0.1125	0.0575	0.015	0.0475	0.06	
2.160.20	297	0.127946	0.043771	0.0639731	0.037037	0	0.0505051	0.013468	0.158249	0.010101	0.047138	0.0875421	0.03367	0.003367	0.013468	0.040404	0.0808081	0.0673401	0	0.016835	0.104377	
2.160.20	416	0.0504808	0.0360577	0.0721154	0.0769231	0	0.0336538	0.0528846	0.0817308	0.0360577	0.0673077	0.0576923	0.0576923	0.0120192	0.0456731	0.0480769	0.0625	0.0552885	0.0216346	0.0600962	0.0721154	
2.160.20	317	0.107256	0.044164	0.044164	0.0599369	0.0126183	0.0536278	0.0283912	0.0946372	0.00630915	0.0536278	0.0567823	0.0504732	0.0252366	0.0347003	0.0378549	0.0504732	0.0788644	0.0157729	0.0567823	0.0883281	
2.160.20	164	0.0121951	0.0182927	0.0853659	0.0365854	0.0304878	0.0365854	0.097561	0.054878	0.00609756	0.0914634	0.0609756	0.0914634	0.0182927	0.0243902	0.0304878	0.115854	0.0426829	0.00609756	0.0243902	0.115854	
2.160.20	339	0.0678466	0.00884956	0.0737463	0.0412979	0.0265487	0.0147493	0.0117994	0.147493	0.0117994	0.079646	0.0412979	0.0619469	0.00294985	0.0265487	0.0235988	0.138643	0.112094	0.0147493	0.0235988	0.0707965	
2.160.20	342	0.0935673	0.0467836	0.0584795	0.0789474	0.00584795	0.0263158	0.0175439	0.0847953	0.00877193	0.0526316	0.0526316	0.0643275	0.00584795	0.0467836	0.0321637	0.114035	0.0935673	0.0146199	0.0438596	0.0584795	
2.160.20	399	0.0676692	0.0250627	0.0877193	0.075188	0.00250627	0.0401003	0.0175439	0.100251	0.0275689	0.0626566	0.0451128	0.0651629	0.0075188	0.0200501	0.0350877	0.117794	0.0726817	0.0175439	0.0626566	0.0501253	
2.160.20	330	0.0818182	0.0212121	0.0909091	0.0454545	0.00606061	0.0242424	0.0333333	0.118182	0.0212121	0.0666667	0.0393939	0.0636364	0.0121212	0.0333333	0.030303	0.0878788	0.0727273	0.0151515	0.0515152	0.0848485	
2.160.20	553	0.0723327	0.034358	0.0669078	0.0723327	0.0108499	0.0271248	0.0271248	0.119349	0.0162749	0.0705244	0.0922242	0.0415913	0.0162749	0.034358	0.045208	0.0831826	0.0488246	0.0162749	0.0289331	0.074141	
2.160.20	555	0.0702703	0.0378378	0.0558559	0.0720721	0.0144144	0.027027	0.0342342	0.113514	0.0144144	0.0666667	0.0846847	0.0522523	0.0126126	0.0414414	0.0378378	0.0810811	0.0720721	0.0126126	0.0378378	0.0612613	
2.160.20	374	0.0721925	0.026738	0.0909091	0.0561497	0.0026738	0.026738	0.0347594	0.0935829	0.0187166	0.0481283	0.0534759	0.0213904	0.0213904	0.0427807	0.0508021	0.0989305	0.0721925	0.0240642	0.0508021	0.0935829	
2.160.20	226	0.0486726	0.0265487	0.0840708	0.0575221	0.0442478	0.0132743	0.0486726	0.132743	0.0176991	0.0619469	0.039823	0.0973451	0.00442478	0.0176991	0.0309735	0.0752212	0.0929204	0.0132743	0.0176991	0.0752212	
