3.30.390.10	1343	462	401	566	3647	1113	247	223	259	1031	1188	1009	246	194	29	705	157	588	878	168	91	6	41	1238	476	429	239	315	45	34	180	202	310	305	1142	56	177	46	565	198	83	242
3.30.390.10	1276	419	334	553	3416	1064	173	164	167	963	1040	822	193	175	7	632	133	526	758	138	73	8	32	1172	460	399	186	269	32	31	202	242	269	252	1145	40	170	38	582	203	69	244
3.30.390.10	1184	332	273	498	3162	843	162	110	105	719	879	627	139	110	11	498	76	450	730	86	60	1	30	1074	354	332	118	187	17	18	148	146	207	208	1003	32	124	15	522	148	45	222
3.30.390.10	1502	458	396	629	3985	1231	206	205	222	1048	1187	989	183	133	23	684	124	687	885	179	100	8	33	1365	504	439	203	249	41	17	187	214	319	348	1244	59	184	19	625	194	69	272
3.30.390.10	1188	356	305	492	3241	917	118	204	158	852	949	736	123	110	20	525	93	491	753	170	64	4	33	1075	416	349	158	207	32	20	156	151	256	231	999	33	132	25	531	153	46	218
3.30.390.10	1133	361	313	479	2919	882	157	136	194	752	891	707	168	112	22	590	98	455	662	105	62	8	29	1018	327	337	169	225	31	16	141	149	255	226	955	36	121	13	476	162	59	200
3.30.390.10	1169	351	326	514	3044	848	192	137	138	744	985	694	143	92	5	572	126	468	618	81	56	4	27	1032	388	343	155	185	14	15	149	159	277	242	997	40	151	24	516	158	47	237
3.30.390.10	982	300	305	416	2427	721	129	88	137	602	860	652	164	140	21	515	168	416	596	101	66	9	30	843	286	258	166	179	22	29	143	117	245	213	803	36	111	19	396	149	51	164
3.30.390.10	961	319	277	399	2367	795	122	117	172	669	755	614	158	120	22	483	133	412	610	153	51	8	40	827	300	297	171	202	36	21	133	137	184	190	789	36	122	19	366	152	54	150
3.30.390.10	1293	403	348	541	3499	989	220	200	171	910	1032	745	169	143	17	673	96	521	740	110	71	3	35	1163	444	354	201	272	26	34	159	162	244	282	1103	42	154	34	536	185	66	231
3.30.390.10	1292	370	312	555	3539	959	172	199	145	898	1010	803	142	88	15	522	94	540	724	117	50	8	32	1173	417	378	121	170	20	15	164	179	256	270	1112	45	147	14	617	138	59	263
3.30.390.10	1324	420	362	580	3670	1028	248	176	207	922	1110	886	182	176	11	574	139	593	800	140	91	6	29	1232	496	409	229	252	39	32	212	216	297	277	1162	45	162	33	595	222	68	260
3.30.390.10	1172	377	290	484	3114	975	165	192	190	866	894	687	109	114	12	485	58	445	768	173	67	3	34	1068	400	353	142	199	31	10	148	188	228	231	1005	41	130	18	498	164	56	204
3.30.390.10	1273	366	318	554	3363	913	146	176	103	845	945	705	109	81	10	583	111	468	682	103	60	1	18	1136	432	350	178	207	23	28	147	178	250	246	1085	48	128	26	570	169	54	247
3.30.390.10	1449	430	356	609	3792	1138	194	179	209	916	1059	788	135	124	5	613	78	579	819	178	90	2	28	1330	465	393	175	249	35	18	153	198	276	310	1265	50	173	23	594	197	59	263
3.30.390.10	1115	297	276	470	2945	871	107	136	120	590	870	551	107	118	9	440	87	434	625	71	48	0	28	1001	320	280	155	169	23	10	131	125	219	241	938	24	119	16	478	151	48	204
3.30.390.10	1306	418	376	566	3497	1084	179	254	223	864	1147	829	210	141	26	694	113	557	750	124	68	5	29	1224	422	390	216	299	45	33	198	184	296	309	1143	48	174	44	538	205	71	246
3.30.390.10	1179	350	266	510	3149	867	108	139	129	826	806	689	143	91	9	567	76	399	631	106	56	5	29	1068	385	359	123	212	17	6	109	128	214	195	968	25	95	16	576	148	53	236
3.30.390.10	1206	386	370	514	3147	978	183	159	224	904	1049	824	195	142	27	596	170	532	757	142	73	4	38	1068	376	358	226	221	36	28	180	191	312	267	992	41	153	29	520	162	63	219
3.30.390.10	1163	351	306	500	3045	892	122	169	145	837	901	681	130	161	6	558	105	458	660	101	68	2	31	1046	383	338	170	225	20	16	148	151	240	228	1005	38	136	24	490	167	53	217
3.30.390.10	1169	370	314	481	3040	901	176	179	190	851	967	755	153	98	25	570	102	452	729	138	68	6	30	1044	398	341	162	224	31	24	126	160	230	247	985	50	113	33	486	148	58	203
3.30.390.10	1183	344	346	499	3185	853	200	145	121	798	1086	764	170	138	20	606	184	521	666	75	78	5	32	1053	389	327	203	217	16	30	124	129	286	257	1011	39	134	31	522	172	49	222
3.30.390.10	1059	260	240	461	2852	685	104	106	57	608	749	538	88	69	4	486	61	355	511	46	50	1	20	983	317	267	112	136	6	12	115	94	202	204	914	25	106	17	512	117	36	221
3.30.390.10	1112	324	255	491	2932	840	126	125	83	792	768	570	92	82	2	458	71	416	613	68	55	1	14	1030	359	328	132	188	19	12	139	160	199	206	988	40	122	18	507	153	50	226
3.30.390.10	1105	317	277	471	3020	757	146	133	70	775	788	595	114	99	5	518	85	363	579	60	60	2	28	982	371	314	143	163	15	17	142	134	212	227	919	35	117	19	507	161	47	211
3.30.390.10	1139	310	298	489	2982	795	142	122	119	657	944	565	131	126	4	514	107	468	569	67	66	2	24	1044	350	275	169	191	14	18	142	125	222	203	959	33	129	22	495	164	48	214
3.30.390.10	1226	336	313	498	3233	895	179	126	137	747	973	624	140	128	12	549	138	545	648	74	80	4	38	1067	361	299	133	195	12	16	129	127	237	240	995	31	126	15	521	160	49	214
3.30.390.10	1077	312	239	456	2852	808	139	142	118	648	719	506	80	67	8	406	36	356	618	100	55	2	26	923	301	287	108	155	21	8	109	146	181	189	913	27	91	7	483	128	45	204
3.30.390.10	1089	318	253	446	2906	828	124	137	113	733	801	554	99	110	6	395	61	390	671	72	53	1	36	988	382	305	113	182	20	11	126	128	186	210	892	22	108	22	451	141	38	195
3.30.390.10	1108	339	284	481	3000	930	120	153	163	749	872	692	113	126	14	490	77	389	691	134	45	2	30	1025	372	341	164	202	28	21	138	164	232	235	990	33	123	28	502	175	51	218
3.30.390.10	1185	364	271	490	3146	970	131	143	143	819	843	706	114	116	10	472	61	417	741	136	83	3	29	1023	391	374	106	177	19	14	111	147	210	230	968	27	115	13	519	131	47	212
3.30.390.10	1115	322	267	474	3086	906	108	153	149	762	865	637	112	116	11	479	62	438	645	102	70	6	31	1037	389	311	138	196	14	14	134	137	226	219	957	21	113	20	524	145	50	221
3.30.390.10	1198	356	306	506	3336	936	178	174	102	834	948	662	125	116	7	559	90	434	681	82	65	6	26	1105	447	365	178	187	17	23	174	171	241	251	1055	45	139	19	547	189	48	227
3.30.390.10	1283	381	351	536	3399	1100	198	188	135	853	1082	698	149	146	8	634	116	620	773	105	80	2	33	1198	410	348	208	224	25	18	176	168	287	284	1167	43	165	33	526	214	64	234
3.30.390.10	1274	411	342	552	3379	1032	184	163	177	934	1013	853	154	122	37	611	121	475	764	159	71	6	28	1152	429	399	213	261	41	16	151	187	280	286	1104	35	146	29	548	195	72	241
3.30.390.10	1086	337	252	487	2819	812	129	119	124	705	725	591	110	105	13	414	65	362	618	93	43	3	19	974	361	342	133	192	19	6	106	149	194	211	911	27	104	19	504	158	50	221
3.30.390.10	1134	328	300	499	3043	864	170	116	127	666	892	675	121	125	17	512	98	502	581	91	66	5	31	1036	360	308	163	198	18	12	125	135	267	240	959	32	122	17	513	156	60	227
3.30.390.10	1121	334	270	495	3021	888	159	95	117	663	777	628	114	118	9	458	68	437	622	101	49	4	35	988	348	320	160	198	16	9	121	147	224	239	942	25	120	10	509	166	56	224
3.30.390.30	953	340	247	398	2168	770	197	120	203	759	626	503	154	57	22	382	70	380	516	191	66	9	15	767	259	280	95	151	44	6	130	152	170	208	724	23	107	16	340	114	44	151
3.30.390.30	1168	399	396	480	2776	901	306	196	256	889	1054	796	245	96	28	730	200	557	654	160	100	6	26	952	359	324	198	207	48	32	163	165	321	325	916	52	143	22	441	140	53	186
3.30.390.30	1106	376	326	466	2689	966	237	212	230	763	928	687	208	63	41	579	161	486	696	162	73	12	23	953	350	310	178	203	47	20	139	169	250	271	889	37	127	23	421	164	56	191
3.30.390.30	1164	393	372	486	2679	943	308	145	252	831	994	646	258	142	32	714	149	530	700	167	95	17	29	942	301	294	188	200	51	32	220	194	282	279	892	51	170	27	410	150	57	180
3.30.390.30	1047	378	294	435	2427	985	237	176	271	801	709	588	188	91	28	509	98	506	639	193	75	12	20	828	281	285	141	175	50	19	168	208	203	243	871	35	134	30	353	163	49	163
3.30.390.30	1160	391	359	499	2840	835	265	195	230	856	924	702	193	60	17	588	133	479	626	160	84	9	13	980	375	321	187	195	37	16	154	193	286	298	921	50	155	26	476	146	62	206
3.30.390.30	1094	355	347	452	2680	824	256	140	225	737	918	667	249	88	27	545	153	516	619	120	91	16	32	877	307	275	188	167	41	19	121	147	246	272	806	42	112	22	419	132	53	179
3.30.390.30	966	383	271	385	2166	848	222	221	200	751	667	572	160	108	48	411	76	412	676	185	73	7	33	774	352	306	103	163	63	22	155	166	169	209	755	31	122	21	297	143	45	135
3.30.390.30	1272	436	389	520	3030	988	280	192	270	847	984	754	234	77	35	725	157	603	755	177	92	9	11	1085	404	339	184	199	46	27	174	198	265	280	1014	44	148	26	445	178	58	199
3.30.390.30	1037	372	324	458	2518	822	214	167	182	750	812	653	216	115	32	575	105	491	603	117	73	12	19	858	328	290	198	219	39	30	176	159	243	210	821	40	116	25	383	173	67	188
3.30.390.30	1177	360	401	489	2827	868	254	146	200	742	1105	748	205	98	17	765	275	610	647	106	90	4	28	961	331	274	242	199	40	35	159	146	348	302	926	55	164	29	434	170	62	190
3.30.390.30	911	330	223	373	1974	806	149	131	173	624	580	426	131	60	15	376	53	321	534	139	60	10	18	668	251	255	72	147	36	9	105	145	133	182	664	18	87	15	290	121	36	135
3.30.390.30	1316	444	491	551	3326	1150	392	256	331	978	1270	980	277	148	31	943	324	810	786	151	118	9	38	1161	415	372	322	275	60	54	251	216	464	408	1160	85	209	38	491	191	74	224
3.30.390.30	1064	309	287	448	2464	750	175	104	150	664	755	535	130	81	18	495	84	438	550	98	74	5	18	851	266	252	131	142	31	11	134	119	216	213	793	36	115	16	415	117	41	183
3.30.390.30	1310	444	519	552	3353	1117	376	259	354	958	1330	959	319	170	44	927	400	778	798	184	113	18	35	1149	392	364	353	255	65	60	248	212	499	395	1079	86	209	49	511	180	64	224
3.30.390.30	1173	399	385	490	2882	895	302	169	245	836	1003	756	219	81	29	688	211	541	663	172	81	8	21	991	345	342	180	185	39	19	180	198	313	289	908	54	156	26	449	145	52	191
3.30.390.30	1005	346	289	419	2233	911	254	137	207	750	679	572	208	95	24	504	124	519	582	162	67	9	21	816	247	267	145	163	41	13	150	159	188	260	845	34	128	18	340	148	51	162
3.30.390.30	1172	395	360	478	2679	890	266	162	270	851	997	608	238	142	43	684	142	569	688	183	92	16	24	942	320	286	171	221	54	29	188	199	260	276	926	44	159	19	399	157	57	174
3.30.390.30	1228	421	446	528	3052	969	341	233	296	865	1137	832	238	122	33	824	231	650	696	168	100	11	34	1044	372	324	267	224	58	44	223	208	405	330	1014	84	195	27	461	192	59	222
3.30.390.30	986	341	286	382	2283	855	254	151	198	715	752	573	176	55	21	482	97	469	574	145	81	9	23	742	285	254	135	149	31	14	151	159	199	221	741	36	108	13	327	116	40	132
3.30.390.30	1047	381	294	444	2444	934	249	171	259	869	733	601	184	72	28	484	95	512	591	228	86	13	19	847	286	312	120	170	39	15	175	202	209	251	861	41	142	21	379	142	53	173
3.30.390.30	1181	402	367	480	2712	1053	254	211	282	829	895	648	295	172	36	757	147	549	664	201	86	9	23	955	354	295	184	211	39	42	160	177	265	299	954	41	122	29	397	168	49	176
3.30.390.30	1232	405	455	520	3065	996	373	214	278	845	1144	902	263	107	39	861	329	682	709	157	107	18	32	1070	379	336	291	220	52	30	203	173	388	370	1016	62	161	30	474	174	59	219
3.30.390.30	1056	362	306	435	2472	991	223	161	285	730	786	539	204	88	21	470	167	463	607	179	77	7	26	863	318	282	138	160	34	23	129	186	224	238	829	35	131	23	374	153	52	161
3.30.390.30	1139	381	390	481	2620	878	250	151	250	745	975	697	311	136	38	792	216	538	580	119	88	10	23	903	338	299	174	182	38	44	169	167	320	258	882	52	131	29	404	149	53	180
3.30.390.30	1029	363	296	420	2388	920	281	158	221	726	725	597	175	71	29	520	115	481	651	155	76	7	14	849	296	280	141	186	38	9	162	191	201	242	835	40	130	22	340	152	47	156
3.30.390.30	1147	409	436	500	2626	954	280	186	280	820	1025	883	269	106	35	724	266	606	644	187	87	12	24	929	343	318	235	191	59	42	208	191	393	328	894	64	171	25	441	173	55	199
3.30.390.30	1174	385	360	513	2958	878	268	164	251	825	950	684	231	71	24	577	172	496	667	156	77	18	13	1024	363	307	194	213	52	15	137	182	294	310	966	49	158	30	470	167	58	216
3.30.390.30	1157	368	385	476	2723	948	221	137	240	762	968	644	265	161	37	817	216	593	622	161	91	8	28	901	298	273	176	183	37	38	194	167	289	306	897	61	139	27	413	145	40	182
3.30.390.30	1078	350	280	431	2549	944	198	156	229	723	765	504	199	97	16	490	90	462	646	174	85	7	21	895	307	261	117	179	35	14	141	169	195	233	860	32	102	18	374	127	46	166
